name,capacity,category,descriptionFr,descriptionEn,photoThumbnails,popularityScore,price,subCategories,eanCode,itemHeightRef,unityType
ETOILE QUERCY PAVE DU LOT 180G,6683.6,cheese,"Découvrez l'Étoile Quercy Pave du Lot, une explosion de douceur et de croquant. Ce fromage à pâte molle, frais et légèrement acidulé, se déguste avec une bouteille de vin blanc sec ou un pain bisou pour un moment inoubliable.","Discover the bold, robust flavor profile of Etoile Quercy Pave du Lot—a rich, earthy cheese that pairs wonderfully with crusty bread and a glass of full-bodied red wine.",https://upload.wikimedia.org/wikipedia/commons/0/0e/Ch%C3%A8vres_du_Mont-Ventoux_%C3%A0_Sault.jpg,0,4.9,,2663713000000,19026731,g
LE VENTOUX,4769.7,cheese,"Le Ventoux est un fromage à pâte ferme, aux nuances épicées et aromatiques subtils. Idéal avec un pain rustique, une noisette de miel ou un vin rouge corsé.","LE VENTOUX is a captivating French goat cheese, crafted with a waxy rind and a rich harmony of creamy texture and herbal notes. Pair with crisp Sauvignon Blanc and crusty baguette for an elevated experience.",https://images.openfoodfacts.org/images/products/647/070/503/2479/front_fr.3.full.jpg,0,3.9,,204830000000,99060040,g
BANON FEUILLE,7121.6,cheese,"Ce fromage doux et délicate, avec sa croûte légèrement cendrée et son parfum floral.","From the sun-drenched hills of Provence, Banon Feuille is a captivating goat cheese wrapped in chestnut leaves, offering a delicate balance of herbal notes, creamy texture, and subtle tang. Pair it with a crisp Sauvignon Blanc, crusty baguette, a drizzle of honey, and a sprinkle of fresh thyme for a truly enchanting experience.","https://intranet.iberconseil.es/sapcs?get&pVersion=0047&contRep=A8&docId=00155D462B3A1ED880BD1BF8C4DC6EF7&accessMode=r&authId=CN%3DICP,OU%3DI0020503345,OU%3DSAPWebAS,O%3DSAPTrustCommunity,C%3DDE&expiration=99991231235959&secKey=MIIBUgYJKoZIhvcNAQcCoIIBQzCCAT8CAQExCzAJBgUrDgMCGgUAMAsGCSqGSIb3DQEHATGCAR4wggEaAgEBMHAwZDELMAkGA1UEBhMCREUxHDAaBgNVBAoTE1NBUCBUcnVzdCBDb21tdW5pdHkxEzARBgNVBAsTClNBUCBXZWIgQVMxFDASBgNVBAsTC0kwMDIwNTAzMzQ1MQwwCgYDVQQDEwNJQ1ACCAogIQMlCUUBMAkGBSsOAwIaBQCgXTAYBgkqhkiG9w0BCQMxCwYJKoZIhvcNAQcBMBwGCSqGSIb3DQEJBTEPFw0yNTA1MTAyMjAwMDhaMCMGCSqGSIb3DQEJBDEWBBQaNAIEC3Mb1W6%2FtekodXyVeIvXMTAJBgcqhkjOOAQDBC4wLAIUZjw7U7oTaTGBvDEdnjjRp2EVVAsCFHcFHttQhthgsWeUrzywH%2FjRfb7g",0,6.3,,2670978000000,99041863,g
ST FELICIEN TENTATION 200G,5264.0,cheese,"Découvrez le ST FELICIEN TENTATION 200G, une explosion de douceur et d'onctuosité. Accompagnez-le d'un verre de vin rouge corsé, comme un Merlot, pour un mariage parfait. Dégustez-le avec une tranche de pain du levain ou des figues séchées pour un contraste épicé et sucré.","Discover the elegance of ST-FELICIEN Tentation, a rich, buttery cow's milk cheese with a hint of fruitiness and pepper. Pair with a crisp dry cider or a robust red wine like Pinot Noir, alongside a slice of crusty baguette or a touch of balsamic glaze for a decadent experience.",https://www.fromages-de-chevre.fr/sites/default/files/styles/tres_large/public/images/produits/bouyguette.jpg?itok=_ikwwQ8s,0,4.7,,2663532000000,19026713,g
BOUYGUETTE,7410.1,cheese,"Le fromage Bouyguette est une véritable délice, à la texture onctueuse et au goût subtil, idéalement accompagné d'un pain aux céréales, de figues ou de miel.","Discover the luscious, buttery layers of Bouyguette cheese, a French cow’s milk gem with a mild, floral flavor and supple texture. Pair with a light red wine, crusty bread, honey, membrillo or walnuts for an unforgettable experience.",https://ladentduchat.com/cdn/shop/files/saint-felicien-ceramique-984344.jpg?v=1721379182&width=1946,0,6.7,,204450000000,99041859,g
FE ST FELICIEN AFFINE 150G,4157.11,cheese,"Découvrez le fromage Félicité : une pâte onctueuse et légèrement croquante, avec des arômes de noisette et des notes subtiles de cannelle. Idéal pour être accompagné d'un vin rouge corsé, d'une baguette ou de membrillo. Un vrai délice pour les amoureux du fromage !","FE ST FELICIEN AFFINE 150G: A bold, rich, and slightly nutty cow's milk cheese from France, crème de la crème for affineurs. Pair with a robust red wine, rustic bread, and a touch of Dijon mustard for the ultimate indulgence.",https://images.openfoodfacts.org/images/products/333/230/000/3199/front_fr.12.full.jpg,0,3.8,,3523230034289,19676898,g
PICODON AOP MERE RICHARD,3858.85,cheese,"Picodon AOP Mère Richard : Un équilibre subtil entre douceur et piquant. Découvrez-le associé à un vin de Savoie, accompagné d'une tartine de pain au levain, agrémentée d'une quenelle de confiture ou d'une tranche de poire pour un moment unique.","Picodon AOP Mère Richard is a hand-crafted goat's milk cheese from France’s Rhône-Alpes region, known for its bloomy rind and rich, crèmeux center. Pair it with Sancerre wine, a country baguette, and a touch of honey for an elegant experience.",https://media.carrefour.fr/medias/97f2b475d0f13af6836408782810681c/p_1500x1500/3245390141774-0.jpg,0,3.6,,204660000000,99059676,g
FE P&C ST MARCELLIN IGP 2X80GR,3892.02,cheese,"Ce Saint-Marcellin IGP, enrobé de sa croûte fleurie, se délice par son texture cremeuse et son velouté épuré. Accordez-le avec un vin blanc légèrement fruité ou une tartine au pain bis, parsemée de fleur de sel pour un plaisir unique.","Discover the luscious, buttery charm of FE P&C ST MARCELLIN IGP 2X80GR, a traditional French gem with a delicate tang. Pair it with crisp Chablis or a dry rosé, a rustic baguette, and a drizzle of honey for an unforgettable experience.",https://naturessoulshop.com/cdn/shop/files/Mozzarella.jpg?v=1743192905&width=1100,0,3.7,,3250391104116,43434119,g
MOZZARELLA DI BUFFALA,4104.05,cheese,"Découvrez la douceur veloutée de la Mozzarella di Bufala, une spécialité italienne à la texture onctueuse et au parfum frais, idéale avec un Prosecco pétillant, du pain crustacé ou des tomates cerise pour une explosion de saveurs.","Mozzarella di Bufala is a silken, creamy gem, crafted from buffalo milk, perfect for Margherita pizza or Caprese salad. Pair with a crisp Chianti, fresh basil, and Sicilian olive oil for a harmonious blend of flavors.",https://www.affinord.com/assets/uploads/images/products/bak/2586-Pad0.jpg,0,4.0,,204880000000,99006090,g
XV DU PIC,4780.8,cheese,Ce fromage incroyable se démarque par sa texture onctueuse et son parfum subtil de noisette. Sa croûte légèrement piquante révèle des notes épicées et fruitées en harmonie avec un vin rouge corsé. Accompagnez-le d'une tranche de pain bisou ou d'une figue pour une explosion de saveurs. Un must pour les amoureux de fromages raffinés !,"XV DU PIC is a luscious, rich cheese with deep, complex flavors that evoke memories of French countryside charm. Pair it with a bold red wine, crusty baguette, and a touch of tangy mustard or membrillo for an unforgettable experience.",https://images.openfoodfacts.org/images/products/335/815/000/2120/front_fr.22.full.jpg,0,4.8,,206360000000,99031468,g
FE CHEVRE FRAIS 115G,2406.88,cheese,"Découvrez notre Fe Chevre Frais 115g : une texture onctueuse et un goût subtil et frais, idéalement associé à du pain rustique, de l'huile d'olive et d'un vin blanc pétillant.","Indulge in our Fe Chevre Frais 115g—a luscious, fresh goat cheese with a subtle tang and smooth, creamy texture. Pair with crisp Sauvignon Blanc, crusty baguette, or drizzled honey for an exquisite experience.",https://www.gourmetfoodstore.com/images/PRODUCT/large/2786_3_.jpg,0,2.4,,3358150002120,19278690,g
DEMI BRILLAT SAVARIN AFFINE,8743.6,cheese,"Demi-Brillat Savarin Affine : une texture onctueuse et un bouquet raffiné, sublimée par un Chardonnay et des figues confites. Un délice épicé pour les amoureux de saveurs complexes.","Experience the luscious, velvety Demi Brillat Savarin Affine—its rich, buttery layers melt into a harmonious symphony. Pair with a crisp Chardonnay or ruby Pinot Noir, complemented by a crusty sourdough and a drizzle of honey for an unforgettable cheese experience.",https://www.gourmetfoodworld.com/images/Product/medium/chantal-plasse-st-marcellin-ceramique-1S-1518.jpg,0,8.9,,204560000000,99041870,g
ST MARCELLIN CERAMIQUE,3395.25,cheese,"Découvrez le Saint-Marcellin Céramique : un fromage à pâte molle, à croûte parfumée, richement parfumé et légèrement épicé. Accords suggesteurs : une bière blonde ou une viande froide pour un délice équilibré.","ST MARCELLIN CERAMIQUE, with its bold bouquet of earthy aromas and rich, buttery interior, pairs perfectly with a robust Côtes du Rhône red wine, crisp rye bread, or a drizzle of honey.",https://www.produits-laitiers-aop.fr/wp-content/uploads/2021/09/rigotte-de-condrieu.jpg,0,3.5,,3266360612018,3266360612018,g
RIGOTTE DE CONDRIEU AOP,2368.4,cheese,"Découvrez la Rigotte de Condrieu AOP, un fromage doux au cœur onctueux et à la croûte fleurie. Sa texture veloutée se marie parfaitement avec des vins blancs secs ou des pains cuits, agrémentés d'une nuance de miel ou de confiture pour une explosion de saveurs authentiques.","A luscious, buttery cheese from France’s Rhone Valley, Rigotte de Condrieu AOP pairs beautifully with crisp white Burgundy and crusty baguette.",https://www.degustation-fromages.com/wp-content/pic-fromages/QUATRE-VENTS.jpg,0,2.5,,204620000000,99041876,g
QUATRE VENTS,3649.8,cheese,"Ce fromage normand, en équilibre parfait entre douceur et complexité, séduit par son éclat de douceur et ses notes fruitées. Sa croûte légèrement pourpre attire les amoureux des aromes subtils, tandis que sa texture onctueuse invite à des accords raffinés. Accordez-le avec un vin blanc frais ou une galette aux amandes pour une explosion de saveurs harmonieuses.","Luscious and mild, Quatre Vents offers a creamy, slightly sweet treat with hints of umami that pairs beautifully with crisp whites and crusty baguette.",https://media.carrefour.fr/medias/28b2c6d5de804a8aac25af92a80595a2/p_1500x1500/3245390031341_0.jpg,0,3.9,,204650000000,99021317,g
FE ROCAMADOUR AOP 2X35G,2593.88,cheese,"Ce Rocamadour AOP, enrobé dans son écrin de feutre, révèle un intérieur onctueux et un arôme puissant, équilibré entre douceur et caractère. Accordez-le avec un vin blanc sec comme le Sancerre ou une baguette légèrement crottée. Pour une note exquise, ajoutez une touche de miel ou un chutney pimenté. Une invitation à la dégustation authentique et raffinée.","Discover the delicate, subtly tangy Rocamadour AOP goat cheese from France; pairs perfectly with crisp white wines and fresh crusty bread.",https://preprod.lespetiteslaiteries.fr/wp-content/uploads/2021/05/CHEVRE-FRAIS-FLEURS.png,0,2.8,,3428380002549,19026725,g
CHEVRE FRAIS AUX FLEURS,6384.0,cheese,"Découvrez notre délice frais et unique : un chèvre frais aux FLEURS,alliance douce et crémeuse, parfumée d'herbes fleuries et de pâtisseries. Idéalement associé à une robe sauvignon ou chenin, ce fromage se déguste avec une baguette ou un brioche, accompagné d'une quenelle de miel ou d'une confiture de fruits rouges pour un moment gourmand et épuré.","Discover our luscious, blooming bouquet of fresh goat cheese, infused with delicate floral notes. Pairs exquisitely with crisp Sauvignon Blanc, crusty baguette, and a drizzle of honey.",https://www.carredeboeuf.com/300637-medium_default/le-chevrot-cendre-fromage-de-chevre-au-lait-cru-francais-200g.jpg,0,7.0,,204370000000,99041850,g
LE CHEVROT NU 200G,5719.37,cheese,"Le Chevrot Nu est une véritable explosion de douceur et de complexité : pâte onctueuse, aromatique, notes florales et subtiles éclats de fines herbes. Idéal avec un vin blanc sec comme un Sauvignon ou un Chenin. Pour les amateurs d'accords gourmands, il se marie parfaitement avec une quinzaine à la figue ou une tranche de pomme fraîche.","Discover Le Chevrot Nu 200g: a luscious, earthy goat cheese from France, with a velvety texture that melts into rhapsody. Pair with bold red wine, crusty baguette, or drizzled honey for a flavor-forward experience.",https://www.biocoop.fr/media/catalog/product/4/2/4208410228-3422290000022--ste_maure_de_touraine_fermier_aop_250g-lv6000.jpeg,0,6.3,,2663700000000,43439409,g
P&C STE MAURE TOURAINE AOP250G,6017.6,cheese,"P&C STE MAURE TOURAINE AOP250G : Un Fromage de Touraine AOP, époisses riche et veloutée, mousseuse et onctueuse, alliée à un pain paysan ou une tranche de figatelline, sublimée par un vin doux.","P&C STE MAURE TOURAINE AOP250G is a luscious, velvety goat’s milk cheese with a subtle, floral flavor. Pair it with a crisp Sancerre wine, a crusty baguette, and a drizzle of honey for a harmonious taste experience.",https://www.coursesu.com/dw/image/v2/BBQX_PRD/on/demandware.static/-/Sites-digitalu-master-catalog/default/dw77845dbc/8002461872419_A1C1_7163395_S17.png?sw=388&sh=388&sm=fit,0,6.7,,2663715000000,43439400,g
FE VIVALDI BURRATA 200G,6407.92,cheese,"Découvrez la FE VIVALDI BURRATA 200G, une merveilleuse burrata à la crème onctueuse et aux notes lactées, légèrement acidulée. Sa texture douce et sa délicate ondulation en font un véritable délice pour les papilles. Accompagnez-la d'un pain au blé noir, d'une quenelle de miel ou d'une tranche de figue confite pour une explosion de saveurs. Pairs with a dry white wine like a crisp Chardonnay for an elevated experience.","Experience the ethereal richness of Fe Vivaldi Burrata—a creamy, velvety delight with fresh cow’s milk notes and a hint of sweetness, perfect for pairing with crusty bread, strawberries, walnuts, or a drizzle of balsamic vinegar.",https://www.maitres-laitiers.fr/sites/default/files/2020-04/la-mere-richard-fromage-635x500.jpg,0,7.2,,8002461872419,999211445,g
FE MOZZA DI BUFALA BONBON 200G,3755.96,cheese,"Découvrez notre Mozzarella di Bufala Bonbon, une véritable explosion de douceur et de richesse. Texture onctueuse, saveurs subtiles et rafinées, ce fromage est un délice pur. Accompagnez-le avec du Prosecco pétillant, de la Burrata ou une croûte de Ciabatta pour une explosion des papilles !","Discover our divine Fe Mozza di Bufala Bonbon—a creamy, buttery Neapolitan treasure with sweet, milky, and floral notes. Pair with a crisp acidic rosé, fresh figs, balsamic glaze, or crusty bread for a delightful harmony of flavors.",https://i.ebayimg.com/images/g/Ra4AAOSwym1cm-uV/s-l1200.jpg,0,4.5,,2663760000000,19076830,g
FE P&C 1/2REBLOCHON AOP LC250G,4021.63,cheese,"Découvrez notre Reblochon AOP LC250G : une douceur onctueuse au parfum de champignon et de noisette, idéale en raclette ou avec des cornichons. Pairez-la avec un vin blanc sec ou une bière ambrée pour un délice unique.",Indulge in the luscious REBLOCHON AOP LC250G—a harmony of creamy texture and nutty charm. Pair with a bold red wine or aromatic fruit compote for a delightful symphony of flavors.,https://www.amisdelaferme.fr/4119-home_default/reblochon-fermier-aop-1-2-250-grs-env.jpg,0,4.8,,2873981000000,43434095,g
BUCHE DE CHEVRE,6372.5,cheese,"La BUCHE DE CHEVRE est une délicate mousse équilibrant douceur et acidité subtile. Accompagnez-la de pain au levain, d'une pointe de miel ou de noisettes pour un moment gourmand. Idéalement assortie avec un vin pétillant ou une bière artisanale.","BUCHE DE CHEVRE offers a silken, tangy goat cheese experience from France, harmonizing with light reds, crusty bread, and a hint of honey for a refined delight.",https://dairy-products-from-france.com/wp-content/uploads/2014/10/fr39_-buchette_affinee-840x630.jpg,0,7.7,,205000000000,99006105,g
FE BURRATA DE CHEVRE 120G,3052.59,cheese,"Découvrez notre Burrata di Puglia enrobée dans sa rinde à la feuille de châtaignier, une explosion de douceur onctueuse et d'acidité équilibrée. Dégustez-la sur du pain grillé ou avec une goutte de vin blanc sec.","Elevate your cheese plate with FE Burrata de Chevre—a lusciously creamy, fresh goat milk cheese with a bright, tangy finish. Pair it with a crisp Sauvignon Blanc, a sprinkle of honey, and a crusty baguette for an unforgettable experience.",https://wholesale.vannellacheese.com.au/cdn/shop/files/Baby_Burrata_120g_4x30g_Packaged.png?v=1731988590&width=533,0,3.7,,3417881210577,19969645,g
BRIQUE CENDREE,4993.75,cheese,"Découvrez notre BRIQUE CENDREE : une épaisseur et saveurs intenses, subtils équilibre entre fumé et douceur, croûte grise onctueuse, idéale avec un vin rouge corsé, un pain au levain ou une figue en confiture.","Briquettes cendrées, these distinctive French toasts are crafted with smoky rinds and earthy undertones. Their nutty, tangy essence pairs magically with Sancerre whites, crusty breads, honeyed accents, and walnut pralines.",https://www.fromages.com/media/cache/attachment/filter/wysiwyg_original/87ce74c18aefc3f765aae166bfe23016/19852/6502c899216eb047095491.png,0,6.3,,204040000000,99041298,g
FROMAGE DE CHEVRE FERMIER X2,5644.5,cheese,"Découvrez ce fromage de chèvre fermier X2, une crème onctueuse et épicée, par des notes subtiles de terre et de pierre. Idéalement accords avec un verre de vin blanc sec ou rosé, une tranche de baguette et une pointe de miel pour sublimer son acidité naturelle.","Discover our handcrafted Fromage de Chevre Fermier X2, a luscious blend of tangy, buttery layers. Pair with Merlot for bold harmony or drizzle with acacia honey and enjoy on crusty sourdough.",https://www.affinord.com/assets/uploads/images/products/bak/2682-aeD0.png,0,7.1,,176,99090403,g
1/2M ABONDANCE LC AOP 4K5/5KG,5191.23,cheese,"Découvrez notre 1/2M ABONDANCE LC AOP, un délice de douceur et de richesse. Ce fromage croustillant à la croûte légère se fond en une texture onctueuse, révélant des nuances subtiles et aromatiques. Idéal pour être savouré avec un verre de vin rouge du terroir, ce_fromage est un compagnon idéal pour les moments partagés. Profitez de sa douceur à croûter ou de sa faculté à se fondre parfaitement dans vos préparations favorites. Une véritable explosion de saveurs empreintes d'authenticité et de tradition.","The ABONDANCE AOP cheese from France boasts a rich, buttery texture with nutty and fruity notes. Pair it with crisp whites, crusty bread, or honey for an elevated experience.",https://fermeboisier.com/wp-content/uploads/2022/01/abondance-fruitier-1.jpg,0,6.6,,2663664000000,43439380,g
P&C SELLES/CHER AOP 150G,3287.7,cheese,"Ce fromage AOP SELLES/CHER, enrobé de 150g de purité, se délecte d'une croûte légère et d'un cœur onctueux, subtilisé par des notes fruitées. Accordez-le avec un vin rouge corsé ou une baguette traditionnelle pour un plaisir authentique.","Discover the rich, nutty depth of P&C SELLES/CHER AOP 150G, a handcrafted gem from France. Pair with a bold red wine like Merlot, crusty baguette, and a drizzle of honey for a harmonious symphony of flavors.",https://monepiceriegourmande.com/cdn/shop/files/8CC49335-9242-462B-994F-5B81C93C3A02.jpg?v=1700835057,0,4.6,,2663704000000,43439405,g
TOMME AUX FLEURS,23593.77,cheese,"Tomme aux FLEURS : un disque croquant et onctueux, saveurs robustes et douces, nuances florales. Accompagnez-le d'une Savoyarde ou d'un pain rustique. Un délice pour les amoureux du terroir.","Tomme aux Fleurs is a harmonious blend of nutty depth and subtle floral undertones, crafted from Savoy’s rich tradition. Pair with a crisp Grüner Veltliner, a drizzle of honey, and a crusty baguette for a symphony of flavors.",https://cdn.shopify.com/s/files/1/0403/5061/3655/products/5782.jpg,0,34.0,,204930000000,99006095,g
MOZZARELLA DI BUFALA TRESSE,4495.25,cheese,"La Mozzarella di Bufala Tresca, une crème douce et délicate enrobant des ondulations de pâte filée, idéale avec du Prosecco, du pain rustique et des tomates fraîches.","Experience the velvety texture of Mozzarella di Bufala Tresse, crafted from rich buffalo milk, paired with a crisp Italian red wine, crusty bread, olive oil, and fresh basil.",https://www.produits-italiens.fr/5069-large_default/tresse-de-mozzarella-di-bufala-dop.jpg,0,6.5,,3770007325617,99006154,g
COMTE EXTRA AOP 18M 1/8 5KG,20759.1,cheese,"Ce Comté Extra AOP 18M, issu d'une fermentation millénaire, allie douceur et complexité en bouche. Idéal des vins rouges ouverts et des pains ristreti, il se déguste avec une pâte et un subtil équilibre acide.","Comte Extra AOP 18M 1/8 5KG: An aged, nutty, and slightly fruity French gem from the Jura region, with a rich, complex flavor profile. Pair it with a bold red wine, crusty bread, or drizzled with honey for an unforgettable experience.",https://image.isu.pub/250124020657-66080763bb2874df4ab2b1db5913be80/jpg/page_1_thumb_large.jpg,0,30.2,,2843295000000,19665927,g
P&C CHABICHOU AOP 150G,3000.8,cheese,"Le P&C Chabichou AOP 150g est une délicate et croustillante spécialité à la rance subtile. Son cœur crémeux et acidulé se marie parfaitement avec un vin blanc sec, comme le Sauvignon de Sancerre, ou des toasts légèrement grillés. Pour une note sucrée, ajoutez une pointe de miel ou une compote de fruits rouges.","Discover P&C CHABICHOU AOP 150G, a handcrafted gem from France’s Loire Valley. Its creamy, melt-in-your-mouth texture pairs beautifully with crisp Sauvignon Blanc, goat-based baguette, or drizzled with honey for an elevated treat.",https://monepiceriegourmande.com/cdn/shop/files/8CC49335-9242-462B-994F-5B81C93C3A02.jpg,0,4.4,,2663703000000,43439396,g
FE PLATEAU 3 FROMAGES 190G,2874.07,cheese,"Découvrez notre plateau de 3 fromages, une explosion de saveurs alliant douceur et intensité. Idéalement accompagné d'un vin rouge ou blanc, d'une baguette légère et d'une pointe de miel ou de confit de figue pour un moment gourmand inoubliable.","Elegant and sophisticated trio of artisanal cheeses offering a harmonious blend of creamy, nutty, and tangy notes. Perfect for pairing with crisp baguette, robust red wine, and sweet fruit preserves.",https://miamland.com/bundles/miamland/images/visuel/3492847279003.webp,0,4.2,,3492847279003,19453295,g
CABECOU PERIGORD CAISSE 12X35G,2975.95,cheese,"Découvrez le Cabecou du Périgord, une délicieuse tomme à la texture veloutée et au goût équilibré. Idéalement associé à un vin blanc sec et un pain grillé, ce fromage est un délice pour les papilles.","Savor the luscious, buttery layers of Cabecou Perigord, a harmonious blend of creaminess and subtle nutty undertones. Pair with crisp Sauvignon Blanc, crusty baguette, or membrillo for an elevated experience.",https://fromagerie-chevrefeuille.com/wp-content/uploads/2022/12/cabecou-perigord.png,0,4.5,,2891829000000,9919362340,g
